time_s,raw,averaged
2.38,381,380
2.38,381,379
2.38,379,381
2.44,382,381
2.44,378,379
2.44,387,384
2.44,381,382
2.44,388,387
2.44,382,381
2.45,391,390
2.5,381,382
2.5,389,390
2.5,383,383
2.5,392,391
2.5,386,384
2.5,387,387
2.51,380,380
2.56,386,385
2.56,382,382
2.56,383,383
2.56,386,383
2.56,379,380
2.57,385,384
2.58,380,381
2.64,387,386
2.64,381,380
2.64,388,386
2.64,380,381
2.64,386,387
2.64,380,380
2.64,383,385
2.7,382,379
2.71,383,385
2.71,385,382
2.71,385,385
2.71,388,386
2.71,383,387
2.71,389,390
2.77,389,390
2.77,398,396
2.77,386,388
2.77,397,396
2.77,389,389
2.77,395,394
2.78,390,388
2.83,392,395
2.83,390,388
2.83,395,394
2.83,392,390
2.83,394,395
2.83,392,391
2.84,392,393
2.89,397,393
2.89,387,390
2.89,396,396
2.89,390,389
2.89,397,396
2.9,385,387
2.91,397,397
2.97,390,388
2.97,396,395
2.97,391,389
2.97,392,393
2.97,392,390
2.97,394,394
2.97,391,389
3.02,392,392
3.02,394,391
3.02,388,390
3.02,394,392
3.02,391,392
3.03,395,394
3.04,386,386
3.09,393,394
3.09,387,386
3.09,395,396
3.09,385,385
3.09,393,394
3.09,387,387
3.1,394,394
3.16,392,389
3.16,394,394
3.16,393,392
3.16,391,394
3.16,395,394
3.16,394,394
3.17,398,399
3.22,390,392
3.22,401,399
3.22,391,390
3.22,402,401
3.22,391,389
3.23,398,399
3.23,391,391
3.28,397,397
3.28,391,390
3.28,391,392
3.28,393,389
3.28,389,390
3.29,392,390
3.3,389,389
3.36,393,390
3.36,383,384
3.36,392,390
3.36,385,384
3.36,393,392
3.36,381,382
3.37,393,391
3.43,384,382
3.43,391,391
3.43,383,382
3.43,386,387
3.43,386,384
3.43,381,383
3.43,385,383
3.49,381,382
3.49,385,382
3.49,379,380
3.49,382,382
3.49,376,377
3.49,384,383
3.5,375,375
3.55,384,383
3.55,377,375
3.55,384,386
3.55,378,376
3.55,382,384
3.55,379,376
3.56,381,382
3.61,381,379
3.61,379,381
3.61,379,377
3.61,376,376
3.61,382,381
3.62,374,375
3.63,379,380
3.68,374,376
3.68,383,382
3.68,375,372
3.68,383,382
3.68,372,371
3.68,377,379
3.69,374,371
3.75,376,378
3.75,374,372
3.75,374,375
3.75,376,373
3.75,372,372
3.75,375,374
3.76,371,371
3.82,378,375
3.82,366,368
3.82,380,378
3.82,366,368
3.82,379,379
3.82,371,369
3.82,379,380
3.88,374,370
3.88,379,378
3.88,378,374
3.88,380,381
3.88,379,376
3.88,378,379
3.89,382,379
3.94,379,380
3.94,384,382
3.94,379,380
3.94,385,384
3.94,377,376
3.95,386,385
3.95,380,378
4.02,388,386
4.02,380,378
4.02,386,385
4.02,381,378
4.02,385,386
4.02,383,381
4.02,385,385
4.08,382,383
4.08,385,384
4.08,386,386
4.08,383,386
4.08,391,389
4.08,385,384
4.09,393,392
4.14,384,384
4.14,391,393
4.14,385,384
4.14,393,394
4.14,387,386
4.14,393,392
4.15,387,387
4.2,390,392
4.2,392,389
4.2,392,391
4.2,393,392
4.2,391,391
4.21,396,394
4.22,388,388
4.28,396,394
4.28,387,388
4.28,397,396
4.28,386,386
4.28,396,396
4.28,388,386
4.28,395,395
4.34,389,388
4.34,394,395
4.34,391,388
4.34,391,391
4.34,391,387
4.34,388,387
4.35,391,388
4.4,385,386
4.4,389,388
4.4,384,383
4.4,390,389
4.4,379,380
4.41,391,390
4.41,380,379
4.47,387,387
4.47,379,377
4.47,382,385
4.47,380,378
4.47,382,382
4.47,382,379
4.48,380,381
4.54,381,378
4.54,377,378
4.54,382,381
4.54,376,375
4.54,383,381
4.54,374,374
4.54,381,381
4.6,371,373
4.6,380,381
4.6,373,371
4.6,379,378
4.6,374,373
4.6,377,378
4.61,375,372
4.67,373,375
4.67,376,372
4.67,370,372
4.67,375,375
4.67,372,371
4.67,378,375
4.68,369,370
4.73,376,377
4.73,366,366
4.73,376,378
4.73,370,368
4.73,378,377
4.73,370,368
4.74,376,376
4.79,371,370
4.79,373,374
4.79,375,373
4.79,373,374
4.79,376,374
4.8,372,374
4.81,378,377
4.87,372,372
4.87,383,381
4.87,372,372
4.87,381,381
4.87,373,370
4.87,379,381
4.87,374,372
4.93,379,379
4.93,377,374
4.93,381,380
4.93,377,374
4.93,378,379
4.93,381,378
4.94,378,377
4.99,381,378
4.99,374,374
4.99,382,379
4.99,371,372
4.99,380,380
5.0,369,371
5.0,381,380
5.06,371,368
5.06,378,377
5.06,369,369
5.06,374,376
5.06,371,369
5.06,375,374
5.07,373,371
5.13,373,373
5.13,375,375
5.13,370,371
5.13,377,375
5.13,368,370
5.13,376,377
5.13,367,367
5.2,377,376
5.2,367,368
5.2,374,374
5.2,366,365
5.2,374,374
5.2,369,368
5.2,373,373
5.26,372,371
5.26,369,372
5.26,373,371
5.26,370,371
5.26,374,372
5.26,369,368
5.27,376,374
5.32,365,366
5.32,375,375
5.32,367,367
5.32,376,377
5.32,365,365
5.32,374,373
5.33,365,364
5.38,371,370
5.38,367,365
5.38,371,371
5.38,370,367
5.38,369,370
5.39,371,370
5.4,368,370
5.45,375,374
5.45,367,367
5.45,377,376
5.45,364,366
5.45,376,374
5.45,366,364
5.46,372,372
5.52,366,364
5.52,372,372
5.52,366,364
5.52,372,372
5.52,370,366
5.52,368,369
5.53,371,368
5.59,369,370
5.59,373,370
5.59,368,369
5.59,373,372
5.59,366,366
5.59,374,373
5.59,364,365
5.65,372,373
5.65,365,364
5.65,371,371
5.65,364,364
5.65,370,370
5.65,363,363
5.66,367,369
5.71,367,365
5.71,366,366
5.71,367,365
5.71,361,363
5.71,367,365
5.72,360,361
5.72,369,370
5.79,359,361
5.79,369,369
5.79,361,359
5.79,368,367
5.79,362,360
5.79,367,367
5.79,358,359
5.85,369,368
5.85,363,360
5.85,362,365
5.85,363,363
5.85,361,362
5.85,369,366
5.86,362,362
5.91,368,368
5.91,362,361
5.91,368,369
5.91,360,361
5.91,374,372
5.91,363,364
5.92,369,371
5.97,369,367
5.97,372,373
5.97,367,368
5.97,374,373
5.97,368,365
5.98,365,368
5.99,372,371
6.05,366,368
6.05,373,372
6.05,367,368
6.05,374,373
6.05,368,369
6.05,378,376
6.05,368,367
6.11,376,376
6.11,366,368
6.11,373,375
6.11,370,368
6.11,369,371
6.12,370,368
6.12,368,370
6.18,371,369
6.18,368,369
6.18,374,372
6.18,367,367
6.18,375,373
6.18,364,364
6.18,375,373
6.24,366,363
6.24,375,374
6.24,363,363
6.24,370,372
6.24,365,365
6.24,372,372
6.25,368,367
6.3,374,372
6.3,372,370
6.3,372,372
6.3,377,375
6.3,371,371
6.31,375,374
6.31,370,371
6.38,379,378
6.38,369,369
6.38,380,379
6.38,371,370
6.38,379,381
6.38,373,373
6.38,380,380
6.44,375,373
6.44,378,377
6.44,376,373
6.44,374,376
6.44,374,374
6.44,375,374
6.45,378,376
6.51,374,373
6.51,377,376
6.51,368,369
6.51,378,377
6.51,370,370
6.51,375,377
6.51,369,369
6.57,378,378
6.57,372,371
6.57,373,376
6.57,371,371
6.57,372,373
6.57,374,372
6.58,371,372
6.63,375,374
6.63,370,372
6.63,376,375
6.63,369,368
6.63,375,374
6.63,365,367
6.64,374,375
6.69,367,366
6.69,378,377
6.69,368,367
6.69,374,375
6.69,371,367
6.7,369,373
6.71,371,370
6.77,371,371
6.77,374,372
6.77,371,371
6.77,374,373
6.77,368,367
6.77,375,374
6.77,366,365
6.83,372,373
6.83,364,366
6.83,376,374
6.83,370,369
6.83,375,378
6.83,367,367
6.84,377,377
6.89,372,370
6.89,373,373
6.89,375,372
6.89,371,374
6.89,376,377
6.9,370,371
6.9,379,377
6.96,370,370
6.96,380,379
6.96,370,369
6.96,379,378
6.96,369,367
6.96,376,376
6.97,368,368
7.03,374,374
7.03,369,367
7.03,373,373
7.03,371,369
7.03,372,372
7.03,372,371
7.03,370,370
7.1,375,374
7.1,368,369
7.1,377,375
7.1,367,367
7.1,376,374
7.1,367,365
7.1,373,374
7.16,365,365
7.16,372,372
7.16,367,365
7.16,373,374
7.16,368,367
7.16,369,371
7.17,370,368
7.22,369,370
7.22,375,372
7.22,369,370
7.22,377,375
7.22,372,372
7.22,375,375
7.23,365,367
7.28,375,376
7.28,366,365
7.28,375,376
7.28,371,368
7.28,373,375
7.29,371,370
7.3,377,376
7.36,371,371
7.36,372,372
7.36,375,374
7.36,372,372
7.36,379,377
7.36,374,373
7.36,381,378
7.42,371,371
7.42,377,379
7.42,371,371
7.42,381,380
7.42,375,372
7.42,376,379
7.43,373,371
7.48,379,379
7.48,377,375
7.48,376,376
7.48,376,374
7.48,372,372
7.49,377,375
7.49,370,372
7.55,375,374
7.55,369,370
7.55,377,377
7.55,368,368
7.55,378,376
7.55,366,368
7.56,377,376
7.62,370,368
7.62,374,376
7.62,371,369
7.62,371,373
7.62,372,371
7.62,372,371
7.62,374,372
7.69,367,370
7.69,375,373
7.69,366,367
7.69,377,376
7.69,367,368
7.69,379,378
7.69,368,370
7.75,379,378
7.75,370,371
7.75,380,379
7.75,372,371
7.75,378,377
7.75,373,372
7.76,372,374
7.81,373,372
7.81,374,374
7.81,378,375
7.81,372,370
7.81,378,375
7.81,370,369
7.82,379,377
7.87,370,368
7.87,376,376
7.87,371,370
7.87,378,377
7.87,370,367
7.88,374,373
7.89,369,367
7.95,373,373
7.95,366,365
7.95,367,368
7.95,367,367
7.95,365,366
7.95,370,369
7.95,361,364
8.02,371,370
8.02,361,361
8.02,369,369
8.02,359,360
8.02,370,369
8.02,360,361
8.02,370,369
8.08,365,362
8.08,366,366
8.08,363,363
8.08,365,366
8.08,366,364
8.08,364,363
8.08,363,362
8.14,357,359
8.14,367,366
8.14,358,358
8.14,369,367
8.14,361,359
8.14,368,368
8.15,359,357
8.2,367,366
8.2,360,359
8.2,364,366
8.2,363,361
8.2,365,366
8.21,365,363
8.21,362,365
8.26,362,363
8.26,363,364
8.27,369,369
8.27,361,361
8.27,371,370
8.27,364,363
8.28,370,369
8.34,362,362
8.34,371,370
8.34,364,362
8.34,368,368
8.34,363,362
8.34,366,366
8.35,365,363
8.4,365,366
8.4,368,366
8.4,362,363
8.4,366,364
8.4,358,360
8.4,366,366
8.41,362,361
8.47,372,369
8.47,359,360
8.47,371,370
8.47,360,360
8.47,370,369
8.47,364,363
8.48,368,368
8.53,365,366
8.53,369,369
8.53,369,369
8.53,367,366
8.53,370,368
8.53,362,364
8.54,372,370
8.59,365,364
8.59,374,372
8.59,364,364
8.59,373,373
8.59,367,366
8.6,373,373
8.61,367,365
8.67,371,373
8.67,367,366
8.67,371,373
8.67,372,368
8.67,369,370
8.67,369,368
8.67,368,367
8.73,371,370
8.73,363,364
8.73,369,368
8.73,361,361
8.73,374,372
8.73,366,365
8.74,371,370
8.79,366,364
8.79,371,370
8.79,367,365
8.79,370,370
8.79,365,366
8.8,368,368
8.8,365,365
8.86,366,366
8.86,367,365
8.86,364,366
8.86,368,366
8.86,359,361
8.86,367,367
8.87,361,360
8.93,368,367
8.93,358,359
8.93,365,367
8.93,359,358
8.93,364,365
8.93,359,359
8.94,364,364
9.0,364,361
9.0,359,362
9.0,363,362
9.0,360,360
9.0,363,362
9.0,357,357
9.0,361,363
9.06,357,356
9.06,366,363
9.06,353,352
9.06,363,362
9.06,354,353
9.06,360,360
9.07,355,355
9.12,361,360
9.12,359,357
9.12,359,361
9.12,360,358
9.12,357,359
9.12,360,359
9.13,355,357
9.18,364,361
9.18,355,355
9.18,361,362
9.18,354,354
9.19,363,364
9.19,353,355
9.2,362,362
9.26,360,357
9.26,363,362
9.26,359,358
9.26,361,362
9.26,359,358
9.26,360,360
9.26,361,358
9.32,358,358
9.32,361,359
9.32,358,357
9.32,362,361
9.32,356,356
9.32,360,359
9.33,355,354
9.39,364,362
9.39,357,356
9.39,362,363
9.39,359,358
9.39,362,363
9.39,357,357
9.39,364,365
9.45,363,361
9.45,358,358
9.45,363,361
9.45,360,359
9.45,364,364
9.45,357,358
9.46,366,368
9.51,360,359
9.51,368,369
9.51,360,358
9.51,367,367
9.51,363,361
9.52,366,366
9.53,360,359
9.59,363,364
9.59,363,360
9.59,360,362
9.59,366,365
9.59,364,364
9.59,369,367
9.59,362,362
9.65,367,368
9.65,361,362
9.65,369,369
9.65,362,361
9.65,367,368
9.65,364,362
9.66,371,370
9.71,364,363
9.71,372,372
9.71,368,366
9.71,368,369
9.71,370,368
9.71,369,369
9.72,374,370
9.77,367,367
9.77,371,370
9.77,365,366
9.77,373,371
9.77,363,364
9.78,370,373
9.79,367,364
9.84,371,371
9.84,362,363
9.84,371,372
9.84,368,365
9.84,368,369
9.84,369,367
9.85,367,367
9.92,370,368
9.92,365,365
9.92,369,371
9.92,365,365
9.92,374,372
9.92,362,363
9.92,371,372
9.98,366,365
9.98,374,373
9.98,368,367
9.98,374,374
9.98,369,367
9.98,372,372
9.98,369,369
10.04,369,370
10.04,371,371
10.04,370,371
10.04,374,371
10.04,370,371
10.04,376,375
10.05,367,366
10.1,376,374
10.1,370,368
10.1,373,375
10.1,369,368
10.1,374,373
10.11,370,368
10.12,372,371
10.17,369,368
10.17,369,369
10.17,367,366
10.17,366,366
10.17,366,364
10.17,364,364
10.18,369,369
10.24,363,362
10.24,370,368
10.24,361,360
10.24,371,370
10.24,359,360
10.24,369,368
10.25,361,359
10.31,365,365
10.31,359,358
10.31,362,362
10.31,363,360
10.31,359,360
10.31,361,360
10.32,357,357
10.32,360,360
10.33,357,357
10.34,362,360
10.4,353,354
10.4,364,363
10.4,352,353
10.4,358,360
10.4,355,353
10.4,358,360
10.41,352,351
10.46,358,358
10.46,357,355
10.46,361,360
10.46,358,356
10.46,357,358
10.46,361,359
10.47,355,357
10.52,361,359
10.52,352,355
10.52,362,362
10.52,354,353
10.52,359,360
10.53,351,352
10.54,362,360
10.59,352,351
10.59,360,360
10.59,355,352
10.59,356,356
10.59,353,352
10.59,354,357
10.6,357,357
10.66,353,354
10.66,357,358
10.66,355,354
10.66,360,358
10.66,353,353
10.66,362,362
10.67,354,353
10.73,360,362
10.73,353,351
10.73,359,359
10.73,353,351
10.73,357,357
10.73,354,353
10.73,357,358
10.79,359,356
10.79,355,356
10.79,359,358
10.79,356,356
10.79,361,357
10.79,354,354
10.8,359,357
10.85,350,351
10.85,360,360
10.85,352,351
10.85,358,357
10.85,352,348
10.86,357,357
10.86,351,350
10.92,353,353
10.92,350,349
10.92,350,351
10.92,351,350
10.92,347,351
10.92,354,351
10.93,347,347
10.99,355,354
10.99,349,348
10.99,357,355
10.99,345,347
10.99,358,356
10.99,349,348
11.0,354,357
11.06,348,349
11.06,355,355
11.06,351,351
11.06,356,354
11.06,356,354
11.06,350,351
11.06,352,353
11.12,350,350
11.12,354,353
11.12,345,347
11.12,355,356
11.12,348,347
11.12,355,355
11.13,348,347
11.18,356,354
11.18,350,347
11.18,353,355
11.18,352,351
11.18,357,356
11.18,357,354
11.19,356,356
11.24,358,356
11.24,354,356
11.24,361,360
11.24,353,355
11.24,362,360
11.25,355,355
11.26,361,363
11.32,356,355
11.32,365,363
11.32,354,353
11.32,360,360
11.32,354,353
11.32,359,358
11.32,354,354
11.38,357,357
11.38,357,355
11.38,355,356
11.38,353,353
11.38,352,353
11.38,360,357
11.39,349,352
11.44,358,356
11.44,349,350
11.44,358,358
11.44,349,348
11.44,359,357
11.45,352,351
11.45,355,356
11.51,352,351
11.51,354,357
11.51,357,355
11.51,355,357
11.51,356,355
11.51,355,355
11.52,359,356
11.58,354,352
11.58,361,358
11.58,351,352
11.59,362,360
11.59,353,351
11.59,361,362
11.59,353,352
11.65,357,359
11.65,354,351
11.65,357,358
11.65,355,354
11.65,355,356
11.65,359,356
11.65,355,355
11.71,359,357
11.71,353,352
11.71,359,356
11.71,351,352
11.71,361,360
11.71,353,352
11.72,362,361
11.77,353,351
11.77,358,357
11.77,352,350
11.77,357,356
11.77,355,353
11.77,356,358
11.78,357,356
11.83,354,357
11.83,361,359
11.83,352,354
11.83,360,361
11.83,353,355
11.84,363,364
11.85,353,352
11.91,362,359
11.91,350,351
11.91,359,359
11.91,352,350
11.91,356,355
11.91,351,351
11.91,356,355
11.97,352,350
11.97,350,351
11.97,349,347
11.97,346,346
11.97,351,349
11.97,342,344
11.98,351,349
12.04,341,342
12.04,349,347
12.04,341,342
12.04,352,350
12.04,341,340
12.04,348,348
12.04,343,343
12.1,348,348
12.1,345,342
12.1,345,345
12.1,348,345
12.1,343,344
12.1,348,346
12.11,342,340
12.16,348,347
12.16,342,341
12.16,347,345
12.16,339,339
12.16,347,346
12.17,339,337
12.18,344,346
12.24,341,338
12.24,344,345
12.24,343,341
12.24,347,346
12.24,345,342
12.24,345,345
12.24,349,347
12.3,344,345
12.3,352,351
12.3,346,346
12.3,355,353
12.3,344,344
12.3,355,357
12.31,344,344
12.36,355,355
12.36,345,344
12.36,354,353
12.36,346,343
12.36,347,350
12.36,346,343
12.37,345,347
12.43,345,343
12.43,340,341
12.43,346,343
12.43,340,340
12.43,350,348
12.43,336,337
12.44,349,345
12.49,323,323
12.49,330,331
12.49,315,315
12.49,328,326
12.49,315,313
12.49,323,324
12.5,315,312
12.55,319,319
12.55,318,314
12.55,314,316
12.55,320,316
12.55,309,312
12.56,321,320
12.57,311,313
12.63,327,326
12.63,311,311
12.63,324,324
12.63,312,310
12.63,326,327
12.63,317,315
12.63,327,328
12.69,316,316
12.69,322,323
12.69,320,318
12.69,323,324
12.69,327,325
12.69,321,324
12.7,324,322
12.76,317,319
12.76,324,322
12.76,307,307
12.76,319,318
12.76,307,305
12.76,312,312
12.77,302,300
12.82,313,312
12.82,303,300
12.82,309,310
12.82,303,301
12.82,298,297
12.82,296,294
12.83,293,294
12.88,295,294
12.88,290,290
12.88,296,293
12.88,287,288
12.88,303,302
12.89,299,302
12.9,320,319
12.96,309,311
12.96,327,327
12.96,317,318
12.96,329,327
12.96,308,308
12.96,321,322
12.96,323,318
13.02,320,322
13.02,326,323
13.02,323,323
13.02,331,329
13.02,324,327
13.02,338,339
13.03,332,336
13.08,352,349
13.08,341,340
13.08,357,356
13.08,342,340
13.08,355,357
13.08,349,347
13.09,355,357
13.15,353,350
13.15,354,356
13.15,351,349
13.15,353,355
13.15,356,354
13.15,351,353
13.16,360,358
13.21,350,350
13.21,360,359
13.21,349,349
13.21,363,362
13.21,350,350
13.22,363,364
13.22,352,351
13.29,364,363
13.29,356,353
13.29,361,363
13.29,360,356
13.29,356,359
13.29,361,360
13.29,353,355
13.35,366,363
13.35,358,359
13.35,376,374
13.35,365,367
13.35,386,385
13.35,376,376
13.35,394,393
13.41,383,382
13.41,397,398
13.41,390,388
13.41,396,399
13.41,392,391
13.41,397,400
13.42,401,399
13.47,399,400
13.47,407,402
13.47,400,400
13.47,413,411
13.47,400,402
13.48,416,415
13.49,402,403
13.54,418,416
13.54,405,403
13.54,417,418
13.54,407,404
13.54,415,416
13.54,404,403
13.55,410,409
13.61,406,404
13.61,407,408
13.61,402,400
13.61,391,392
13.61,396,392
13.61,379,381
13.62,390,388
13.68,374,373
13.68,386,385
13.68,368,366
13.68,379,379
13.68,367,365
13.68,371,374
13.68,363,360
13.74,368,368
13.74,358,356
13.74,358,359
13.74,359,356
13.74,354,353
13.74,358,355
13.75,350,353
13.8,360,356
13.8,344,345
13.8,358,359
13.8,342,341
13.8,356,355
13.81,343,342
13.81,355,356
13.88,344,343
13.88,352,353
13.88,346,345
13.88,355,357
13.88,355,350
13.88,355,356
13.88,356,353
13.94,350,351
13.94,357,354
13.94,347,348
13.94,359,357
13.94,349,350
13.94,366,364
13.94,352,350
14.0,367,366
14.0,355,351
14.0,365,367
14.0,361,359
14.0,370,372
14.0,375,372
14.01,381,381
14.06,382,379
14.06,383,384
14.06,390,387
14.06,386,387
14.06,397,395
14.07,383,386
14.08,405,403
14.13,395,394
14.13,411,410
14.13,402,400
14.13,413,415
14.13,407,405
14.13,416,415
14.14,409,407
14.2,416,418
14.2,415,412
14.2,413,416
14.2,420,416
14.2,410,414
14.2,422,419
14.21,411,410
14.27,424,421
14.27,405,406
14.27,418,419
14.27,403,403
14.27,415,415
14.27,405,403
14.27,413,416
14.33,406,402
14.33,410,411
14.33,405,401
14.33,402,403
14.33,402,400
14.33,394,398
14.34,402,398
14.39,393,394
14.39,400,398
14.39,386,385
14.39,400,398
14.39,381,383
14.4,396,396
14.4,382,378
14.45,393,393
14.45,380,377
14.45,387,388
14.45,380,378
14.45,384,385
14.46,380,379
14.47,381,382
14.53,385,383
14.53,377,379
14.53,384,381
14.53,370,372
14.53,382,382
14.53,366,366
14.53,381,380
14.59,365,363
14.59,375,376
14.59,363,360
14.59,370,373
14.59,363,360
14.59,370,372
14.6,363,361
14.66,362,363
14.66,363,359
14.66,357,361
14.66,365,362
14.66,351,353
14.66,364,364
14.67,353,353
14.72,366,364
14.72,351,350
14.72,368,366
14.72,349,349
14.72,362,361
14.72,351,349
14.73,358,358
14.79,352,349
14.79,353,355
14.79,353,351
14.79,355,354
14.79,355,353
14.79,350,351
14.8,359,358
14.86,347,348
14.86,358,357
14.86,344,345
14.86,359,357
14.86,344,344
14.86,354,354
14.86,343,341
14.92,355,355
14.92,344,341
14.92,349,350
14.92,345,341
14.92,341,343
14.92,345,343
14.93,340,340
14.98,344,343
14.98,336,336
14.98,348,345
14.98,333,334
14.98,346,346
14.99,332,331
14.99,342,342
15.06,329,329
15.06,339,339
15.06,329,327
15.06,331,331
15.06,323,322
15.06,319,319
15.06,311,307
15.12,303,306
15.12,308,307
15.12,301,303
15.12,309,309
15.12,302,303
15.12,315,315
15.12,307,306
15.18,322,321
15.18,310,308
15.18,321,322
15.18,314,313
15.18,324,324
15.18,319,315
15.19,323,326
15.24,326,322
15.24,325,325
15.24,330,327
15.24,326,327
15.25,334,331
15.25,321,324
15.26,337,335
15.31,328,328
15.31,340,338
15.31,326,325
15.31,335,334
15.31,322,320
15.31,331,331
15.32,320,318
15.39,321,321
15.39,319,317
15.39,324,324
15.39,326,323
15.39,327,328
15.39,334,332
15.39,331,333
15.45,343,341
15.45,333,335
15.45,349,348
15.45,338,337
15.45,351,349
15.45,341,340
15.45,353,355
15.51,349,346
15.51,358,357
15.51,353,350
15.51,358,359
15.51,357,356
15.51,359,359
15.52,361,362
15.57,358,360
15.57,367,364
15.57,358,360
15.57,369,368
15.57,355,356
15.57,370,369
15.58,361,359
15.64,372,372
15.64,364,361
15.64,370,370
15.64,364,362
15.64,369,371
15.64,366,363
15.65,367,369
15.7,368,367
15.7,366,366
15.7,374,371
15.7,363,365
15.7,377,374
15.71,362,362
15.71,373,373
15.78,362,361
15.78,373,373
15.78,362,360
15.78,373,372
15.78,365,362
15.78,371,372
15.78,369,367
15.84,370,372
15.84,374,372
15.84,373,373
15.84,375,373
15.84,368,370
15.84,379,377
