Point,raw,averaged
423,321,320
424,310,309
425,321,320
426,307,308
427,319,319
428,311,309
429,316,318
430,309,308
431,313,313
432,314,312
433,309,310
434,314,312
435,306,306
436,316,314
437,306,307
438,316,314
439,305,305
440,317,316
441,306,304
442,313,315
443,303,304
444,311,313
445,304,305
446,310,310
447,305,304
448,305,308
449,309,308
450,306,307
451,313,310
452,303,306
453,315,314
454,304,305
455,313,313
456,306,305
457,315,315
458,304,303
459,315,315
460,308,305
461,315,314
462,308,307
463,312,313
464,311,310
465,309,311
466,314,311
467,308,309
468,315,313
469,305,307
470,318,316
471,306,306
472,317,317
473,303,305
474,318,318
475,308,306
476,316,316
477,311,309
478,314,314
479,311,308
480,309,313
481,315,311
482,310,310
483,313,312
484,305,308
485,316,314
486,307,306
487,317,316
488,307,307
489,315,316
490,307,305
491,315,315
492,303,305
493,314,317
494,310,307
495,312,313
496,313,310
497,311,312
498,316,313
499,311,310
500,315,315
501,310,310
502,317,315
503,307,307
504,317,318
505,304,306
506,318,318
507,309,307
508,318,318
509,312,309
510,316,316
511,312,310
512,314,315
513,316,313
514,313,315
515,318,315
516,312,314
517,320,318
518,310,312
519,324,321
520,312,312
521,324,323
522,316,313
523,317,315
524,304,302
525,311,311
526,303,300
527,307,308
528,306,304
529,307,308
530,307,306
531,305,305
532,310,308
533,304,304
534,312,310
535,303,303
536,314,312
537,304,304
538,316,315
539,305,306
540,317,317
541,309,308
542,315,318
543,313,311
544,315,317
545,315,314
546,314,316
547,317,317
548,316,317
549,322,319
550,314,316
551,324,323
552,316,315
553,327,326
554,317,316
555,326,326
556,317,318
557,330,329
558,319,319
559,328,329
560,325,323
561,328,330
562,328,325
563,324,327
564,328,327
565,325,325
566,330,328
567,324,324
568,333,331
569,324,323
570,334,332
571,323,323
572,335,333
573,324,323
574,331,333
575,325,323
576,332,331
577,328,325
578,329,329
579,329,326
580,325,328
581,330,327
582,324,325
583,332,329
584,320,323
585,330,330
586,321,321
587,331,331
588,322,320
589,333,331
590,321,322
591,331,332
592,326,323
593,329,329
594,326,323
595,329,329
596,326,324
597,325,325
598,329,326
599,322,323
600,329,328
601,321,321
602,331,328
603,319,319
604,328,329
605,318,318
606,328,328
607,319,319
608,327,328
609,321,318
610,325,324
611,322,319
612,322,323
613,323,322
614,322,321
615,323,323
616,318,319
617,325,325
618,316,318
619,326,325
620,316,316
621,324,324
622,317,315
623,325,324
624,317,314
625,322,322
626,316,316
627,320,322
628,321,317
629,318,319
630,320,317
631,309,310
632,311,311
633,302,303
634,311,310
635,299,302
636,310,310
637,299,299
638,307,310
639,302,301
640,310,311
641,307,305
642,313,312
643,309,306
644,310,311
645,313,310
646,310,312
647,313,311
648,307,308
649,312,308
650,299,300
651,308,307
652,298,298
653,309,307
654,297,296
655,308,309
656,299,299
657,307,309
658,304,302
659,309,309
660,307,306
661,307,308
662,312,310
663,309,310
664,313,313
665,311,310
666,320,317
667,311,311
668,320,319
669,310,311
670,323,323
671,313,313
672,324,325
673,318,317
674,325,325
675,322,321
676,327,326
677,327,323
678,324,325
679,330,327
680,321,324
681,329,329
682,324,323
683,329,329
684,322,323
685,331,332
686,327,325
687,336,335
688,328,326
689,334,336
690,328,326
691,333,333
692,332,329
693,332,332
694,332,330
695,331,331
696,335,333
697,329,329
698,333,334
699,329,329
700,338,337
701,329,329
702,337,337
703,326,326
704,336,336
705,328,327
706,336,336
707,328,328
708,334,334
709,332,329
710,329,330
711,333,330
712,325,328
713,335,333
714,327,327
715,336,334
716,325,326
717,336,335
718,324,325
719,332,334
720,323,325
721,335,333
722,326,325
723,332,332
724,326,326
725,330,330
726,329,326
727,325,328
728,331,328
729,325,325
730,331,329
731,323,324
732,332,331
733,324,322
734,332,331
735,321,319
736,327,327
737,323,321
738,330,330
739,323,322
740,328,328
741,327,325
742,328,328
743,325,325
744,326,326
745,327,326
746,323,322
747,330,328
748,321,320
749,329,328
750,318,319
751,329,329
752,318,318
753,331,329
754,322,320
755,326,328
756,321,321
757,324,326
758,323,323
759,319,322
760,325,324
761,321,321
762,326,324
763,319,319
764,328,326
765,317,318
766,330,328
767,319,317
768,329,328
769,319,318
770,325,326
